population_order,population,telemetry_order,telemetry,control,draw,effect_pct,simultaneous_ci_lower_pct,simultaneous_ci_upper_pct,included_in_publication_figure
2,October 2018,2,RPM-augmented,Matched-noise,10,-0.252899732235793,-1.41332270270094,0.907523238229356,false
2,October 2018,2,RPM-augmented,Matched-noise,11,-0.182281671094938,-1.26902339481622,0.90446005262634,false
2,October 2018,2,RPM-augmented,Matched-noise,12,-0.13808782643576,-1.09693845749572,0.820762804624196,false
2,October 2018,2,RPM-augmented,Matched-noise,13,0.0678248243303858,-0.893571760633025,1.0292214092938,false
2,October 2018,2,RPM-augmented,Matched-noise,14,-0.00296555151154208,-0.865712789020462,0.859781685997378,false
2,October 2018,2,RPM-augmented,Matched-noise,15,-0.179258526244367,-1.25302026353747,0.894503211048737,false
2,October 2018,2,RPM-augmented,Matched-noise,16,-0.0855687794593633,-1.13263795331821,0.961500394399485,false
2,October 2018,2,RPM-augmented,Matched-noise,17,-0.231474579985882,-1.32282068771968,0.859871527747911,false
2,October 2018,2,RPM-augmented,Matched-noise,18,-0.0850083522753052,-1.0235039173189,0.853487212768286,false
2,October 2018,2,RPM-augmented,Matched-noise,19,-0.321287619182394,-1.3666932880373,0.724118049672517,false
2,October 2018,2,RPM-augmented,Matched-noise,20,-0.089519650198712,-1.10684218840098,0.927802888003554,false
2,October 2018,2,RPM-augmented,Reassigned-road,1,-0.475583268365131,-1.21954076652809,0.26837422979783,false
2,October 2018,2,RPM-augmented,Reassigned-road,2,-0.472935244070461,-1.10477274158399,0.158902253443071,false
2,October 2018,2,RPM-augmented,Reassigned-road,3,-0.417123206966361,-0.943021508410262,0.108775094477541,false
2,October 2018,2,RPM-augmented,Reassigned-road,4,-0.417786172276001,-0.902729822035022,0.0671574774830207,false
2,October 2018,2,RPM-augmented,Reassigned-road,5,-0.567859354284193,-1.11531413771832,-0.0204045708500684,false
2,October 2018,2,RPM-augmented,Reassigned-road,6,-0.343952389860037,-1.00672562765773,0.318820847937657,false
2,October 2018,2,RPM-augmented,Reassigned-road,7,-0.496373560338602,-1.15600498346723,0.163257862790028,false
2,October 2018,2,RPM-augmented,Reassigned-road,8,-0.664327511727964,-1.24183080153432,-0.0868242219216073,false
2,October 2018,2,RPM-augmented,Reassigned-road,9,-0.503902582710188,-1.10311296841206,0.095307802991681,false
2,October 2018,2,RPM-augmented,Reassigned-road,10,-0.539336093887869,-1.15801350710072,0.0793413193249801,false
2,October 2018,2,RPM-augmented,Reassigned-road,11,-0.466985314308369,-0.96947964179444,0.0355090131777017,false
2,October 2018,2,RPM-augmented,Reassigned-road,12,-0.555332378165144,-1.11010075387788,-0.000564002452411744,false
2,October 2018,2,RPM-augmented,Reassigned-road,13,-0.561832010886985,-1.21109203712192,0.0874280153479507,false
2,October 2018,2,RPM-augmented,Reassigned-road,14,-0.49843359977304,-1.05555624765278,0.058689048106704,false
2,October 2018,2,RPM-augmented,Reassigned-road,15,-0.425083502830036,-1.08477094355908,0.23460393789901,false
2,October 2018,2,RPM-augmented,Reassigned-road,16,-0.507186967458217,-1.00309647640715,-0.011277458509287,false
2,October 2018,2,RPM-augmented,Reassigned-road,17,-0.378290716397266,-0.891279944641599,0.134698511847068,false
2,October 2018,2,RPM-augmented,Reassigned-road,18,-0.547827249941209,-1.08061967675867,-0.0150348231237472,false
2,October 2018,2,RPM-augmented,Reassigned-road,19,-0.42702743135828,-0.892979895200096,0.0389250324835356,false
2,October 2018,2,RPM-augmented,Reassigned-road,20,-0.550013195979709,-1.10403120319925,0.00400481123982842,false
3,Single held-out area,1,Lower-information,Matched-noise,1,0.17515125426447,-1.2313592752442,1.58166178377314,true
3,Single held-out area,1,Lower-information,Matched-noise,2,0.126154633796229,-1.26867737168017,1.52098663927263,true
3,Single held-out area,1,Lower-information,Matched-noise,3,-0.120418414463106,-1.51023829840585,1.26940146947964,true
3,Single held-out area,1,Lower-information,Matched-noise,4,0.147637219818455,-1.38276728944703,1.67804172908394,true
3,Single held-out area,1,Lower-information,Matched-noise,5,0.184281400750396,-1.24570293953975,1.61426574104054,true
3,Single held-out area,1,Lower-information,Matched-noise,6,0.0562055224408294,-1.36714453961623,1.47955558449789,true
3,Single held-out area,1,Lower-information,Matched-noise,7,0.237792629761608,-0.991394508356313,1.46697976787953,true
3,Single held-out area,1,Lower-information,Matched-noise,8,0.306595518898201,-1.12080193468889,1.7339929724853,true
3,Single held-out area,1,Lower-information,Matched-noise,9,0.0341201141778437,-1.38966969629172,1.45790992464741,true
3,Single held-out area,1,Lower-information,Matched-noise,10,0.298213637378815,-1.05324694075711,1.64967421551474,true
3,Single held-out area,1,Lower-information,Matched-noise,11,0.0205073755226474,-1.45905573111453,1.50007048215982,true
3,Single held-out area,1,Lower-information,Matched-noise,12,0.104229942366706,-1.29148221057359,1.499942095307,true
3,Single held-out area,1,Lower-information,Matched-noise,13,0.0806870691941215,-1.50594459319128,1.66731873157953,true
3,Single held-out area,1,Lower-information,Matched-noise,14,0.301094832338945,-0.905179094724125,1.50736875940202,true
3,Single held-out area,1,Lower-information,Matched-noise,15,-0.0798203355418225,-1.57242415290945,1.4127834818258,true
3,Single held-out area,1,Lower-information,Matched-noise,16,-0.210144677174146,-1.80887867466747,1.38858932031918,true
3,Single held-out area,1,Lower-information,Matched-noise,17,0.024211260018612,-1.35789443709217,1.40631695712939,true
3,Single held-out area,1,Lower-information,Matched-noise,18,0.141045153660267,-1.25737196797703,1.53946227529757,true
3,Single held-out area,1,Lower-information,Matched-noise,19,-0.105503993328104,-1.66167574392086,1.45066775726465,true
3,Single held-out area,1,Lower-information,Matched-noise,20,0.107138756478467,-1.28865997903647,1.5029374919934,true
3,Single held-out area,1,Lower-information,Reassigned-road,1,-0.00625544510431221,-0.525725869545189,0.513214979336564,true
3,Single held-out area,1,Lower-information,Reassigned-road,2,-1.07181231782797,-3.22292620862363,1.07930157296769,true
3,Single held-out area,1,Lower-information,Reassigned-road,3,-0.583688917154439,-2.34157740520668,1.17419957089781,true
3,Single held-out area,1,Lower-information,Reassigned-road,4,-0.66760637530358,-2.65469114056621,1.31947838995905,true
3,Single held-out area,1,Lower-information,Reassigned-road,5,-1.05687913300244,-4.25720456262318,2.1434462966183,true
3,Single held-out area,1,Lower-information,Reassigned-road,6,-0.211041278343388,-1.3692705957225,0.947188039035729,true
3,Single held-out area,1,Lower-information,Reassigned-road,7,-0.60269797488117,-2.22180899564136,1.01641304587902,true
3,Single held-out area,1,Lower-information,Reassigned-road,8,-0.510602422068063,-1.8329207288048,0.811715884668671,true
3,Single held-out area,1,Lower-information,Reassigned-road,9,-0.234206239001549,-1.3859526382308,0.9175401602277,true
3,Single held-out area,1,Lower-information,Reassigned-road,10,-0.379200476228256,-2.43422133139687,1.67582037894036,true
3,Single held-out area,1,Lower-information,Reassigned-road,11,-0.757095987937572,-1.48261998221794,-0.0315719936572001,true
3,Single held-out area,1,Lower-information,Reassigned-road,12,-0.299485914053595,-0.866658498925008,0.267686670817817,true
3,Single held-out area,1,Lower-information,Reassigned-road,13,-0.159331395180033,-0.813590285434172,0.494927495074107,true
3,Single held-out area,1,Lower-information,Reassigned-road,14,-0.460016546930232,-1.07106792522989,0.151034831369422,true
3,Single held-out area,1,Lower-information,Reassigned-road,15,-0.510492559856367,-1.20628561009796,0.185300490385223,true
3,Single held-out area,1,Lower-information,Reassigned-road,16,-0.527961165181894,-2.59741386930614,1.54149153894235,true
3,Single held-out area,1,Lower-information,Reassigned-road,17,-0.247616932071075,-1.26784971685611,0.77261585271396,true
3,Single held-out area,1,Lower-information,Reassigned-road,18,-2.10938867149038,-6.45170881119885,2.2329314682181,true
3,Single held-out area,1,Lower-information,Reassigned-road,19,-1.29906044989616,-6.25219023059732,3.65406933080499,true
3,Single held-out area,1,Lower-information,Reassigned-road,20,-0.563095591756548,-1.49753311586134,0.371341932348241,true
3,Single held-out area,2,RPM-augmented,Matched-noise,1,-0.58748943401103,-1.75489802463633,0.579919156614273,false
3,Single held-out area,2,RPM-augmented,Matched-noise,2,-0.372878306089841,-1.53965799260454,0.793901380424858,false
3,Single held-out area,2,RPM-augmented,Matched-noise,3,-0.359251248536958,-1.54600969588816,0.827507198814245,false
3,Single held-out area,2,RPM-augmented,Matched-noise,4,-0.757042187682967,-1.74842666351146,0.234342288145525,false
3,Single held-out area,2,RPM-augmented,Matched-noise,5,-0.559188913686403,-1.77575238523838,0.657374557865576,false
3,Single held-out area,2,RPM-augmented,Matched-noise,6,-0.6730518095428,-1.57326334822971,0.227159729144111,false
3,Single held-out area,2,RPM-augmented,Matched-noise,7,-0.66961173342458,-1.68488395847154,0.345660491622376,false
3,Single held-out area,2,RPM-augmented,Matched-noise,8,-0.465798813281265,-1.52637954410445,0.59478191754192,false
3,Single held-out area,2,RPM-augmented,Matched-noise,9,-0.665799385138298,-1.64166233036524,0.310063560088648,false
3,Single held-out area,2,RPM-augmented,Matched-noise,10,-0.454429964638727,-1.38623540851407,0.477375479236613,false
3,Single held-out area,2,RPM-augmented,Matched-noise,11,-0.478871375257596,-1.48577714186521,0.52803439135002,false
3,Single held-out area,2,RPM-augmented,Matched-noise,12,-0.266429302026785,-1.35793249913127,0.825073895077702,false
3,Single held-out area,2,RPM-augmented,Matched-noise,13,-0.72693389772003,-1.77415501558004,0.320287220139976,false
3,Single held-out area,2,RPM-augmented,Matched-noise,14,-0.538971468153231,-1.48562299958336,0.407680063276895,false
3,Single held-out area,2,RPM-augmented,Matched-noise,15,-0.615947456590788,-1.70145807788368,0.469563164702105,false
3,Single held-out area,2,RPM-augmented,Matched-noise,16,-0.395876438506273,-1.56616091866462,0.774408041652075,false
3,Single held-out area,2,RPM-augmented,Matched-noise,17,-0.495331923830427,-1.45658491151029,0.465921063849434,false
3,Single held-out area,2,RPM-augmented,Matched-noise,18,-0.519522905435095,-1.62678914085948,0.587743329989291,false
3,Single held-out area,2,RPM-augmented,Matched-noise,19,-0.46228104497899,-1.46436007720888,0.539797987250899,false
3,Single held-out area,2,RPM-augmented,Matched-noise,20,-0.815876408448269,-1.80897073370584,0.177217916809306,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,1,-1.17630785746658,-2.4350249399424,0.082409225009244,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,2,-1.00526796012648,-2.3027256162654,0.292189696012444,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,3,-0.474112143182493,-1.5199565589763,0.571732272611314,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,4,-0.901011894854171,-2.10029257484681,0.298268785138465,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,5,-0.869206268012962,-1.73082935250347,-0.00758318352244956,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,6,-1.38864026136431,-2.16323534168557,-0.61404518104304,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,7,-0.887891816180297,-1.49425299392214,-0.281530638438454,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,8,-2.98710612637238,-7.04676573425523,1.07255348151048,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,9,-0.782526712483965,-2.25334419990129,0.68829077493336,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,10,-1.89812593790687,-4.39516685182582,0.598914976012068,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,11,-1.09745757263332,-1.87967918791694,-0.315235957349698,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,12,-0.830546935199854,-1.62658943976408,-0.0345044306356289,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,13,-0.940966574528541,-2.09790486102339,0.215971711966308,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,14,-0.890910904694582,-1.58751768151708,-0.194304127872081,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,15,-0.628946205013811,-1.34140358724465,0.0835111772170304,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,16,-1.61581900122371,-3.77834428714227,0.546706284694855,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,17,-1.79986670193844,-4.29875923950491,0.69902583562802,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,18,-1.56746633189476,-3.51507220279045,0.380139539000924,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,19,-0.103551236097654,-2.76786717517108,2.56076470297577,false
3,Single held-out area,2,RPM-augmented,Reassigned-road,20,-0.700974315631081,-1.8337628560744,0.431814224812243,false
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,1,-3.42137499272771,-4.66578009583425,-2.17696988962117,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,2,-3.56025530217665,-4.7592541117537,-2.36125649259959,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,3,-3.00438896802962,-4.25607627639571,-1.75270165966354,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,4,-3.44011601542856,-4.84759650317108,-2.03263552768603,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,5,-3.36742327776423,-4.51570421690541,-2.21914233862305,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,6,-4.23249064076209,-5.52932640069278,-2.9356548808314,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,7,-2.95474885516486,-4.22795684146613,-1.68154086886358,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,8,-2.90683302288779,-4.0817241760989,-1.73194186967668,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,9,-3.99982611154677,-5.34503596257537,-2.65461626051818,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,10,-2.93529300138574,-4.31584348609767,-1.55474251667382,true
