setting,telemetry,field,source_full_precision,manuscript_display,source_path,source_key
unseen_vehicle,with_RPM,road_augmented_mae_mL,15.606671933508,15.607,data/energy/tables/primary_results.csv,setting=unseen_vehicle;telemetry_spec=with_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
unseen_vehicle,with_RPM,gain_percent,0.8373066641384987,0.84,data/energy/tables/primary_results.csv,setting=unseen_vehicle;telemetry_spec=with_RPM;column=relative_mae_reduction_pct;conversion=identity
unseen_vehicle,with_RPM,n_segments,112787.0,"112,787",data/energy/tables/primary_results.csv,setting=unseen_vehicle;telemetry_spec=with_RPM;column=n_segments;conversion=identity
unseen_vehicle,with_RPM,lower_percent,-0.1314269750663289,-0.13,data/energy/tables/primary_results.csv,setting=unseen_vehicle;telemetry_spec=with_RPM;column=ci_low;conversion=identity
unseen_vehicle,with_RPM,upper_percent,1.8041325753219335,1.80,data/energy/tables/primary_results.csv,setting=unseen_vehicle;telemetry_spec=with_RPM;column=ci_high;conversion=identity
cold_month,without_RPM,telemetry_only_mae_mL,16.1955178564029,16.196,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_month,without_RPM,road_augmented_mae_mL,14.743827341764101,14.744,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_month,without_RPM,gain_percent,8.963532549623757,8.96,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_month,without_RPM,n_segments,6260.0,"6,260",data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=n_segments;conversion=identity
cold_month,without_RPM,lower_percent,6.52653279131052,6.53,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=ci_low;conversion=identity
cold_month,without_RPM,upper_percent,11.40053230793697,11.40,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=without_RPM;column=ci_high;conversion=identity
cold_month,with_RPM,telemetry_only_mae_mL,13.7893124907434,13.789,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_month,with_RPM,road_augmented_mae_mL,13.1704726824266,13.170,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_month,with_RPM,gain_percent,4.487822063153647,4.49,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_month,with_RPM,n_segments,6260.0,"6,260",data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=n_segments;conversion=identity
cold_month,with_RPM,lower_percent,1.60183260779543,1.60,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=ci_low;conversion=identity
cold_month,with_RPM,upper_percent,7.373811518511889,7.37,data/energy/tables/primary_results.csv,setting=cold_month;telemetry_spec=with_RPM;column=ci_high;conversion=identity
cold_spatial,without_RPM,telemetry_only_mae_mL,11.3985192488153,11.399,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_spatial,without_RPM,road_augmented_mae_mL,11.4843825027979,11.484,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_spatial,without_RPM,gain_percent,-0.7532842828819816,-0.75,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_spatial,without_RPM,n_segments,10550.0,"10,550",data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=n_segments;conversion=identity
cold_spatial,without_RPM,lower_percent,-4.1492473573868605,-4.15,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=ci_low;conversion=identity
cold_spatial,without_RPM,upper_percent,2.64267879162294,2.64,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=without_RPM;column=ci_high;conversion=identity
cold_spatial,with_RPM,telemetry_only_mae_mL,10.887311586401,10.887,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_spatial,with_RPM,road_augmented_mae_mL,11.4841753788253,11.484,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_spatial,with_RPM,gain_percent,-5.482196295087845,-5.48,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_spatial,with_RPM,n_segments,10550.0,"10,550",data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=n_segments;conversion=identity
cold_spatial,with_RPM,lower_percent,-12.777392942472678,-12.78,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=ci_low;conversion=identity
cold_spatial,with_RPM,upper_percent,1.81300035229704,1.81,data/energy/tables/primary_results.csv,setting=cold_spatial;telemetry_spec=with_RPM;column=ci_high;conversion=identity
cold_functional_road_class,without_RPM,telemetry_only_mae_mL,46.2691835685073,46.269,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_functional_road_class,without_RPM,road_augmented_mae_mL,48.7917802657109,48.792,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_functional_road_class,without_RPM,gain_percent,-5.452001748568833,-5.45,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_functional_road_class,without_RPM,n_segments,8957.0,"8,957",data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=n_segments;conversion=identity
cold_functional_road_class,without_RPM,lower_percent,-7.19986678972417,-7.20,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=ci_low;conversion=identity
cold_functional_road_class,without_RPM,upper_percent,-3.70413670741352,-3.70,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=without_RPM;column=ci_high;conversion=identity
cold_functional_road_class,with_RPM,telemetry_only_mae_mL,41.1903913011464,41.190,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=telemetry_only_mae;conversion=multiply by 1000 to mL
cold_functional_road_class,with_RPM,road_augmented_mae_mL,44.3616809969727,44.362,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=road_augmented_mae;conversion=multiply by 1000 to mL
cold_functional_road_class,with_RPM,gain_percent,-7.699100677730195,-7.70,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=relative_mae_reduction_pct;conversion=identity
cold_functional_road_class,with_RPM,n_segments,8957.0,"8,957",data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=n_segments;conversion=identity
cold_functional_road_class,with_RPM,lower_percent,-10.37286744583782,-10.37,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=ci_low;conversion=identity
cold_functional_road_class,with_RPM,upper_percent,-5.02533390962253,-5.03,data/energy/tables/primary_results.csv,setting=cold_functional_road_class;telemetry_spec=with_RPM;column=ci_high;conversion=identity
