path,bytes,sha256,component,license
data/map_matching/matched_edges/partition_0010.parquet,338339,d0a95d971b8e86b5474a9eb4cf559ff735112176c7d2726a554fc9b08790991c,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0011.parquet,341127,89bbdb6056ab7e2828cbc9c37116252f9ed0342f04be6bf0d6c422419fbbfccd,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0012.parquet,304741,b1419c56929e97fb469388548a882055202741a411ca5a5f45274dbcf49874ef,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0013.parquet,309392,b34f1adf1ac1a4bed5b879b27cff482e19e8c1c6ff09f0ca074729050de3afef,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0014.parquet,268355,f37e51f4f9361d100459e941cee5e8706cc121f8b076b9dc57cfcb1a4ddaa50e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0015.parquet,268093,23ca826ca75ea350c77ccadd1432a6fd4b13b58fa212e7f8ac2305a67b62c61e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0016.parquet,215480,c3b86c89a8fd57d54080db7c6ddafd044ad9a9cefc996fb2d926e4c2a11e2747,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0017.parquet,269016,6ffe474efa66812ae462601f5b861600e78799c1c7ec61571ee8407f0b01aeed,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0018.parquet,270978,274ee95794de27f43d7336133d2e914e54a7734093ae7ff2776876a7afa1863c,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0019.parquet,286552,e1e59694baec1714c8ffc722668a8478c3018142cc206a2fee2e345ebd14c6c7,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0020.parquet,273629,8056eaffabcc313bb66369001a9025eb43e6ab9d4bd40d66fc201548d36caa32,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0021.parquet,258567,ffe0c10c4cc8d743bc7d1482d6df50f14ffda7d5ba7737ee7c8dfb472701fed0,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0022.parquet,299711,b8e4598b669ab0b06e8274f6f5448dc5d3a28098a23f90b4c58b6a0d64f26451,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0023.parquet,284585,4c48d9b35e3659e223cf6c00349985e40ab08a451b598b5b9327729363a00e12,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0024.parquet,284403,fe176892dffe23f9fa209bf73a70510a51a6065e3e8aa5c0efebf01db8a0dea8,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0025.parquet,272826,9b9a8c5d90efd509f9f1478a11cbd5bde8e101d89d1576a6d6ae4ffea4ad3086,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0026.parquet,262333,0fa703be3a7f8df29585214689693f834b02a5498649dace2438fdacf6674ca0,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0027.parquet,259163,dd4e2b5fe198b6b2662cb0a963ae67a0660c0d236ff2a9e4145e0ce84fd79d1a,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0028.parquet,271839,b2dc23e1bb5c652382e29c01f72e0a3fdef5b2218336e884db5381090dc4fe43,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0029.parquet,256477,73c32d550c4aa106934ca08d5aecea4d229412b44ba2761b88ee9a31f8ab43f4,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0030.parquet,249698,70b524389469ceead53c92b0a9d5db5679dc823a8be558769ca1a71b9ed1c4b3,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0031.parquet,269872,100e830469aa045336d9892153fae70237151d376a669d3c5196a77e37792d79,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0032.parquet,238307,6fbf5e0da700b0e9f7badcf75985ea05e4420aa53d1d4b3da31613a265f193ec,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0033.parquet,268183,a7ee6f5b9bfb5a525e99403f0575e8fafa39529bac6b361a7cda429bfd09906c,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0034.parquet,259296,fadaa25caf3fbe5957f829d07d1fe28480d2d81eb4eb1545e321cbb9e5b2b06b,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0035.parquet,227210,de65ffb6c7e3e390d66220b7645cc0f38c0d6b569380346919b6ca068de34c2e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0036.parquet,253267,05196c75cbf02835ee995fbbce131bfb36b819aee57b3919adb3b06156a2f9ad,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0037.parquet,250559,91644ac477559281eac6f73b8d122886029d1429b6695995904a6bcbb7efd0aa,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0038.parquet,222511,1adbb620bdfe78df8240c85d8a376763fc651f4623c7b5dd282c4d9727e937de,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0039.parquet,237615,a04d6abdafab158a07b328733834586bf5a86143d96b440e8c1e443ac15ceb54,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0040.parquet,228251,9b0e788250c988492476202461163f8fa7bc557edd55caca5c90e384f042577d,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0041.parquet,204774,16185f65cea4743a7b0d9606a83d44e1b2fb03c2191b56c92745d3a5f2e5b1e6,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0042.parquet,206082,6ebad43d8ff14387bc8cbb47b01cdf5e93688dd7812e16302efd8ef52de024c3,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0043.parquet,214251,b43da4a1da9cf09f586b928106fefcc04b097b562630a6b9e9dd2cdc1251ea5e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0044.parquet,213980,dbc92db47a038d74321c212cc0e9f710bca91a01bc36e49c6f80c924f398628d,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0045.parquet,227776,79886054ea982546c187c46cff38e8052cad944acff710fbc2ceb130bf2210e8,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0046.parquet,232418,78212c6d05469f12804a2b0ab979c54ca2a24eb2ae874865307d74dbe2849fdc,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0047.parquet,243380,d1cb1b52b65785555f03ef93972eab7a675d0329855d84d4c125ae7189b60e0b,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0048.parquet,230384,6e837494e4861d8d88591ec431f43ae1c9289ab006074d7cabc9be62ad3ddc65,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0049.parquet,211499,7a6452e1cbef928f9fc48becdefc9c8845b463ba00247fee2fc4bee6cc946e32,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0050.parquet,244252,73307d828f117d3d1d79bd7706aee8b86c34c73850681e1d98dcf03a93a8cbf6,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0051.parquet,271367,918ba38d41dc21a99b6818dd049a1671caf47a4ad720e148f7762c8115b790f9,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0052.parquet,236552,5dbb94d709bdeec81276f98fa965825cfa39ced65959fbaacdab6efbdb40bc8e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_edges/partition_0053.parquet,111102,7d8490791d159df842b912bdea71bc9d2f5b4d7a7227287899f9ed12bc55ed9a,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0000.parquet,8744561,37ae266ba7c50dcd23dc80caaf5202212998a46951cffa9cf104a3aab0027418,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0001.parquet,11101253,fc0ddaf326d06dad2c1992b1b59985a2f3f4068f4d8b9f137b628311b4fc774c,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0002.parquet,12639953,372f8637e362e81f585a0c104566a804f845adee0290df5a8aea39d7007a4686,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0003.parquet,10019589,80f0eb463e43d444275ae9ca509c869fb1196162a36ae2c2212cf9f0fe71b907,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0004.parquet,11468168,2201263cfc6dd4fd41c727b1d75cd6c0186bbe7ec0fb47de0090ac5f74a489a2,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0005.parquet,12351485,c4b4b94e85cd25efc122b7ef1bf8e672a187838d2b9dde9e192d5aa241e8d163,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0006.parquet,13974651,e819266ad69b74adbc388363455ebdc1061eab3995c2786fb4cf94a6315fa41b,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0007.parquet,10849535,fed45ab495195197fb9b49b5992c824ca50f2308eade8c2b7eaec6001a29ccc6,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0008.parquet,5597683,a1254800157d91fbfec3dcb20386aafcccffb8c7b04bd21fd9401162c85dce15,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0009.parquet,7979543,728a9d1764f763db40ff9f8bd18581d17a3b501f8528bbb2dc91cfeb70d509fc,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0010.parquet,11584816,8d9a65ab419e8a94ee39aafdc30b126a993cb96497f6078ec5fef1521e6458fc,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0011.parquet,11104931,d220c1b76dd6e0cda6a545398a0f8ae07b345e923891ec3336f23d4ef9614378,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0012.parquet,9773592,86b727f5a210a9e633acd287bfba8af60c377761a46a52f7ca3950f6d15b0928,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0013.parquet,10230495,3f717d48c8603d0f67ca2894454eaf92b949f7db1311ceec70905ed55833f2fd,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0014.parquet,8994300,b5f07d8e709c3206c364034b861d874eb3055a23762426a9a623be6ea0defb72,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0015.parquet,8173748,864d013c5bf44c2dfe04356d0f88c3ce3c02a77fff82769b142742df2821feb1,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0016.parquet,4909988,871f55aa6ffa12b94690cf81054297e08f0e9dab6dffeb94229c5b8bdaf4f00e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0017.parquet,8451177,b86c21bb2b0cf6a2136782fd8b29f8584e827ed68d1d006316732eb91d0ef360,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0018.parquet,7843480,698dbb628a288e94b99fc039bc542dfe8aaae1c93302a710ee07766dff731c31,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0019.parquet,9111222,4d1ed1ef9c8aa21e54e4975347813122636fb26a18d664166434d6cef5e21ab1,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0020.parquet,7880012,4940668263c1416333ddf7fe80ae1f7db110443e7ddfd49de7057fc63ef18c8f,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0021.parquet,6620637,45fd85861201c2541a1a00338cbcff7396929ded62c69fb84d924e0348f91b80,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0022.parquet,9771595,7aa8bf638ad06a04987534b2a25a33d1c32464d7fd1f96aa99757e7bff06a841,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0023.parquet,9477776,2329f6d633d2eb950e708d4cf32ab5926c8def62b26a9e94c3bda5724d89b493,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0024.parquet,10045340,4992e54768e7f2a13f4252a8618f87f9a7ab8b1c9cf4c856e8dc74edb9cfa8aa,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0025.parquet,9471127,f1f08af971389e74af75e90bee9290b0f787732b51dd27b9c5fb5d92a541804e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0026.parquet,8386467,805b5cba61d93b87d3548d373aac6315003f99a2c2583706f3f7d2485ba2dbb1,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0027.parquet,8322339,213e302d29f4985c190f173c6710b3e09ad3dc056a214dee43f8a953200e7c6f,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0028.parquet,9234281,7e530566b17810fb4faac8c9bc92a9cf9185346d4a784b848657ef32073917c0,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0029.parquet,9026149,2f024aa339a6b6bbd196bfc7f72a46013938e8676330a139535e4b3f6e9b4126,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0030.parquet,7773298,ec14514b21b7e6e2c7700ed4ce541689eda8835f1241f14cfbfac96d14c966d5,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0031.parquet,8620438,d2eed33d0b874020da1f81523be87756b3bc94802815df318ff9a29ed083c187,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0032.parquet,6802345,33874dc06db544bbefc8cf0f3edf60c06987225affd3738c6523bfe9097995da,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0033.parquet,8696029,c7d975195dcaaaf069c171e8e369d6c0118fb504c3473098cdac7a5b9495ba05,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0034.parquet,8206702,b50d19f11a977b76cde2fbb5818240e952dbcb913b378f1490129d73826ecfb9,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0035.parquet,5719530,e1c80ee88f1d8f41135c8af09d6f49f291068c73a61a3550e71d2a4e3b9b6112,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0036.parquet,7662536,af811164c458d483163837cf218113cbb2aec5fe6744cfbb8bbf24556badb26e,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0037.parquet,7600679,548e6cfe49f4e7c133d010e46cd36b39c17408ac83973000652a9f3c77dfce5b,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0038.parquet,5386268,d0fbee61bd698af78a6dfd98a416ac6ba9723b1fa90eee08425eeff8ddd303b9,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0039.parquet,6527500,c6690692c38b27dd5903a5480c4ff082e5c6e8dfe4c9af033f59c557b6fa3e10,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0040.parquet,6113294,879e282df94296483528df2fcbd301546a5752c3d0a989673323febe2e8fd5f9,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0041.parquet,4949338,3f231ba130545cc2badcb510b50367c65196a177da62e09ca058c529a5fb9f49,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0042.parquet,4915066,41b28fbfd48bd9e6898e5006550327ac71fdccf8fec98dc92e9ddbff2156157d,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0043.parquet,5778701,e15a0699ee657bfa8c01056e9c4e90f6aa454d4f80ae3abab8a45c1083e27a11,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0044.parquet,5513979,7a5b5765e679e6b0e7b56a7c6c968898b691bf8d036bd6c471818ac365aed7ff,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0045.parquet,6422908,7c2c7dd88afabe40e6e8fba6eebf59f02a8837cac7d9a938d9dd0ac31bf15163,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0046.parquet,6502329,f31e775ca8fd06f9c632c137d1061c289473a1244abdce992523a99f9fb91b05,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0047.parquet,7517957,9d2048cb7700a9892d7ee4e9fb07e0fab42ad5800500f06bf425d07be5b99c1c,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0048.parquet,6487850,3635d6c6277568b9a51b9db50306408cd9aeef2b497eeafc376c751dadc0a283,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0049.parquet,5551972,b72de666927d0e9ded3710e695c97c11e0c536447de5f1973dcff7ad70c971a5,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0050.parquet,6637450,ecb43a543e710e3d9ee87fd2760d0827a639d8df8ccdc45c310719b4693be92d,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0051.parquet,9394059,5f10753edce4b69bdeb85dd30c02ceb381819de2aef9a3e77109d45bd476dd49,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0052.parquet,6401855,c3e7d2b2aaa1fb2c922ae1fbc58aa65149f6184a57a862ed59996034461afb86,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/matched_points/partition_0053.parquet,2588344,ee0a07a816d3babd77555988a852739522dab3145a9389ec8eb9baebc72b3736,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/partition_manifest.json,157936,c51e11be50657258399d23baf40b665de31768e680dfe2b35ed775506e2d8065,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/map_matching/partitioned_map_match_summary.json,1127,dd8b7dee4edda8ea420565c0ea52027eed65f2595d7f07889401ddd6c001b57a,TRAJECTORY_BUILD_map_matching,ODbL-1.0 + upstream notices
data/row_enriched/TRAJECTORY_BUILD_PARTITIONED_ROW_PRODUCTION.md,257,aa7f4577f66189ea8676acee17b5cc3bf1a46c0369aa98c23ca2ecd9611bdf69,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0000.parquet,43043945,7275c0b443c7932edf04f9dc67e7066080bdf1753c0397789d86e234dfe86853,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0001.parquet,52689873,9920cd98b69c0332987d55432a32c2cc29efb49202454cc7ed7bc359e04ec55f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0002.parquet,60187591,cb1728e30ddb8ac2c51543d0b3b1a5f166a59c7cd36af513e2de879eed4e7f97,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0003.parquet,47564101,af4c12179f309281a014ca3db110fe4820af100c664adc906d736a3e0aab2dd8,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0004.parquet,53653214,365c77553754bde6425292ba55778ccf0564730cbab864e0cad8bc6e1a33cbb0,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0005.parquet,58709233,f0c5fcf631795b58154536b8ae3e2dfdd66de46f216a4748c4cd762d6fa66587,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0006.parquet,66479271,51485d903b6e0435c356d5f135466f00a79435bd0ff36d0ec5a6fbd6c509ee36,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0007.parquet,53434851,97e99e56c2884dd8d80e6f580b43431b90489232e77bb6c042be7c2afe0e71a5,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0008.parquet,28724842,e4dc502e2413ff6f338feb1f35551d42bac07a774d3e3e2dd7c1033332b7eb4f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0009.parquet,39065224,8bedc85bda5ef7c841a20de366851c4cef9e638145fe5eb538da7f1e630d6706,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0010.parquet,55519177,18f6d1627d7f5437d0d0e4ddb7c5fa1195c83218601ce858e7d41fb51f4b1d30,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0011.parquet,53366185,6b471bd3e251ea5f96186c185b9de6ec6d40dab9c46042b5d8acf9d6fcf72ae5,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0012.parquet,46714788,7d0793eb245ab8717464f3bde85ba91759231ff53c7fa4476d56c32c2b8e0ce0,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0013.parquet,48701010,fa6aa4d601823185fa2657830f803836f1ce481352625703acb511316fe3a830,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0014.parquet,42763092,9daf70d4035783cc1226a9435a2843274cc6678ec6a59c78e8febcad1831daa3,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0015.parquet,38799470,b8656b5b324b59d5d75f61313137ba275276a19e903e8e8b6a85e8bb837b71d9,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0016.parquet,26517357,53a336d2421318e100cd606d488fb811bded293f2f568699edc85257e28b729e,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0017.parquet,40603061,25dfca34477580e42f46fc8ca3ee26b3ff4e80f2a12020ed5d8a94704123377f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0018.parquet,39405718,53cfb635b9aae68af6d710ad3402e6e057e20aee7a9528b27d6fafcace04450d,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0019.parquet,43174460,f784024ec831806edda7f1262bf8d1fcb092b26035e8182b3f2043d1bc62b212,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0020.parquet,39674778,5544fca454bb65efda72f22af77a6f2f699ad3be48b1690a71d2b05ed9b5d7de,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0021.parquet,35469687,ecf7bf3aafccd7447f10afa7d2e18443aacc07de2ca3ad761d40b5ab534e1d5f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
